tweet_id,timestamp,source,rating_numerator,rating_denominator,dog_name,tweet_text,tweet_url,dog_shape,image_url,predicted_dog_type,confidence_level,is_dog,favorite_count,retweet_count
666063827256086533,2015-11-16 01:22:45+00:00,Twitter for iPhone,10,10,,This is the happiest dog you will ever see. Very committed owner. Nice couch. 10/10 ,t.co/RhUEAloehK,,https://pbs.twimg.com/media/CT5Vg_wXIAAXfnj.jpg,golden_retriever,0.77593,True,434.0,189.0
666071193221509120,2015-11-16 01:52:02+00:00,Twitter for iPhone,9,10,,Here we have a northern speckled Rhododendron. Much sass. Gives 0 fucks. Good tongue. 9/10 would caress sensually ,t.co/ZoL8kq2XFx,,https://pbs.twimg.com/media/CT5cN_3WEAAlOoZ.jpg,Gordon_setter,0.503672,True,134.0,52.0
666073100786774016,2015-11-16 01:59:36+00:00,Twitter for iPhone,10,10,,Let's hope this flight isn't Malaysian (lol). What a dog! Almost completely camouflaged. 10/10 I trust this pilot ,t.co/Yk6GHE9tOY,,https://pbs.twimg.com/media/CT5d9DZXAAALcwe.jpg,Walker_hound,0.260857,True,282.0,140.0
666082916733198337,2015-11-16 02:38:37+00:00,Twitter for iPhone,6,10,,Here we have a well-established sunblockerspaniel. Lost his other flip-flop. 6/10 not very waterproof ,t.co/3RU6x0vHB7,,https://pbs.twimg.com/media/CT5m4VGWEAAtKc8.jpg,pug,0.489814,True,101.0,41.0
666094000022159362,2015-11-16 03:22:39+00:00,Twitter for iPhone,9,10,,This appears to be a Mongolian Presbyterian mix. Very tired. Tongue slip confirmed. 9/10 would lie down with ,t.co/mnioXo3IfP,,https://pbs.twimg.com/media/CT5w9gUW4AAsBNN.jpg,bloodhound,0.195217,True,152.0,66.0
666099513787052032,2015-11-16 03:44:34+00:00,Twitter for iPhone,8,10,,Can stand on stump for what seems like a while. Built that birdhouse? Impressive. Made friends with a squirrel. 8/10 ,t.co/Ri4nMTLq5C,,https://pbs.twimg.com/media/CT51-JJUEAA6hV8.jpg,Lhasa,0.58233,True,140.0,57.0
666102155909144576,2015-11-16 03:55:04+00:00,Twitter for iPhone,11,10,,Oh my. Here you are seeing an Adobe Setter giving birth to twins!!! The world is an amazing place. 11/10 ,t.co/11LvqN4WLq,,https://pbs.twimg.com/media/CT54YGiWUAEZnoK.jpg,English_setter,0.298617,True,69.0,11.0
666104133288665088,2015-11-16 04:02:55+00:00,Twitter for iPhone,1,10,,Not familiar with this breed. No tail (weird). Only 2 legs. Doesn't bark. Surprisingly quick. Shits eggs. 1/10 ,t.co/Asgdc6kuLX,,https://pbs.twimg.com/media/CT56LSZWoAAlJj2.jpg,hen,0.965932,False,13183.0,5749.0
666268910803644416,2015-11-16 14:57:41+00:00,Twitter for iPhone,10,10,,Very concerned about fellow dog trapped in computer. 10/10 ,t.co/0yxApIikpk,,https://pbs.twimg.com/media/CT8QCd1WEAADXws.jpg,desktop_computer,0.086502,False,93.0,32.0
666273097616637952,2015-11-16 15:14:19+00:00,Twitter for iPhone,11,10,,Can take selfies 11/10 ,t.co/ws2AMaNwPW,,https://pbs.twimg.com/media/CT8T1mtUwAA3aqm.jpg,Italian_greyhound,0.176053,True,156.0,69.0
666287406224695296,2015-11-16 16:11:11+00:00,Twitter for iPhone,1,2,,This is an Albanian 3 1/2 legged  Episcopalian. Loves well-polished hardwood flooring. Penis on the collar. 9/10 ,t.co/d9NcXFKwLv,,https://pbs.twimg.com/media/CT8g3BpUEAAuFjg.jpg,Maltese_dog,0.8575309999999999,True,131.0,57.0
666293911632134144,2015-11-16 16:37:02+00:00,Twitter for iPhone,3,10,,This is a funny dog. Weird toes. Won't come down. Loves branch. Refuses to eat his food. Hard to cuddle with. 3/10 ,t.co/IIXis0zta0,,https://pbs.twimg.com/media/CT8mx7KW4AEQu8N.jpg,three-toed_sloth,0.914671,False,450.0,307.0
666337882303524864,2015-11-16 19:31:45+00:00,Twitter for iPhone,9,10,,This is an extremely rare horned Parthenon. Not amused. Wears shoes. Overall very nice. 9/10 would pet aggressively ,t.co/QpRjllzWAL,,https://pbs.twimg.com/media/CT9OwFIWEAMuRje.jpg,ox,0.416669,False,174.0,81.0
666345417576210432,2015-11-16 20:01:42+00:00,Twitter for iPhone,10,10,,Look at this jokester thinking seat belt laws don't apply to him. Great tongue tho 10/10 ,t.co/VFKG1vxGjB,,https://pbs.twimg.com/media/CT9Vn7PWoAA_ZCM.jpg,golden_retriever,0.8587440000000001,True,266.0,128.0
666353288456101888,2015-11-16 20:32:58+00:00,Twitter for iPhone,8,10,,Here we have a mixed Asiago from the Galápagos Islands. Only one ear working. Big fan of marijuana carpet. 8/10 ,t.co/tltQ5w9aUO,,https://pbs.twimg.com/media/CT9cx0tUEAAhNN_.jpg,malamute,0.33687399999999995,True,192.0,63.0
666362758909284353,2015-11-16 21:10:36+00:00,Twitter for iPhone,6,10,,Unique dog here. Very small. Lives in container of Frosted Flakes (?). Short legs. Must be rare 6/10 would still pet ,t.co/XMD9CwjEnM,,https://pbs.twimg.com/media/CT9lXGsUcAAyUFt.jpg,guinea_pig,0.996496,False,694.0,496.0
666373753744588802,2015-11-16 21:54:18+00:00,Twitter for iPhone,11,10,,Those are sunglasses and a jean jacket. 11/10 dog cool af ,t.co/uHXrPkUEyl,,https://pbs.twimg.com/media/CT9vZEYWUAAlZ05.jpg,soft-coated_wheaten_terrier,0.326467,True,168.0,76.0
666396247373291520,2015-11-16 23:23:41+00:00,Twitter for iPhone,9,10,,Oh goodness. A super rare northeast Qdoba kangaroo mix. Massive feet. No pouch (disappointing). Seems alert. 9/10 ,t.co/Dc7b0E8qFE,,https://pbs.twimg.com/media/CT-D2ZHWIAA3gK1.jpg,Chihuahua,0.978108,True,153.0,72.0
666407126856765440,2015-11-17 00:06:54+00:00,Twitter for iPhone,7,10,,This is a southern Vesuvius bumblegruff. Can drive a truck (wow). Made friends with 5 other nifty dogs (neat). 7/10 ,t.co/LopTBkKa8h,,https://pbs.twimg.com/media/CT-NvwmW4AAugGZ.jpg,black-and-tan_coonhound,0.529139,True,98.0,31.0
666411507551481857,2015-11-17 00:24:19+00:00,Twitter for iPhone,2,10,quite,This is quite the dog. Gets really excited when not in water. Not very soft tho. Bad at fetch. Can't do tricks. 2/10 ,t.co/aMCTNWO94t,,https://pbs.twimg.com/media/CT-RugiWIAELEaq.jpg,coho,0.40464,False,392.0,284.0
666418789513326592,2015-11-17 00:53:15+00:00,Twitter for iPhone,10,10,Walter,This is Walter. He is an Alaskan Terrapin. Loves outdated bandanas. One ear still working. Cool house plant. 10/10 ,t.co/qXpcwENTvn,,https://pbs.twimg.com/media/CT-YWb7U8AA7QnN.jpg,toy_terrier,0.14968,True,110.0,40.0
666421158376562688,2015-11-17 01:02:40+00:00,Twitter for iPhone,12,10,,*internally screaming* 12/10 ,t.co/YMcrXC2Y6R,,https://pbs.twimg.com/media/CT-aggCXAAIMfT3.jpg,Blenheim_spaniel,0.906777,True,291.0,97.0
666428276349472768,2015-11-17 01:30:57+00:00,Twitter for iPhone,7,10,,Here we have an Austrian Pulitzer. Collectors edition. Levitates (?). 7/10 would garden with ,t.co/NMQq6HIglK,,https://pbs.twimg.com/media/CT-g-0DUwAEQdSn.jpg,Pembroke,0.371361,True,149.0,72.0
666430724426358785,2015-11-17 01:40:41+00:00,Twitter for iPhone,6,10,,Oh boy what a pup! Sunglasses take this one to the next level. Weirdly folds front legs. Pretty big. 6/10 ,t.co/yECbFrSArM,,https://pbs.twimg.com/media/CT-jNYqW4AAPi2M.jpg,llama,0.505184,False,288.0,172.0
666435652385423360,2015-11-17 02:00:15+00:00,Twitter for iPhone,10,10,,"""Can you behave? You're ruining my wedding day""
DOG: idgaf this flashlight tastes good as hell

10/10 ",t.co/GlFZPzqcEU,,https://pbs.twimg.com/media/CT-nsTQWEAEkyDn.jpg,Chesapeake_Bay_retriever,0.18413,True,147.0,45.0
666437273139982337,2015-11-17 02:06:42+00:00,Twitter for iPhone,7,10,,Here we see a lone northeastern Cumberbatch. Half ladybug. Only builds with bricks. Very confident with body. 7/10 ,t.co/7LtjBS0GPK,,https://pbs.twimg.com/media/CT-pKmRWIAAxUWj.jpg,Chihuahua,0.6718529999999999,True,110.0,42.0
666447344410484738,2015-11-17 02:46:43+00:00,Twitter for iPhone,9,10,Scout,This is Scout. She is a black Downton Abbey. Isn't afraid to get dirty. 9/10 nothing bad to say ,t.co/kH60oka1HW,,https://pbs.twimg.com/media/CT-yU5QWwAEjLX5.jpg,curly-coated_retriever,0.32208400000000004,True,94.0,18.0
666454714377183233,2015-11-17 03:16:00+00:00,Twitter for iPhone,10,10,Kreggory,I'll name the dogs from now on. This is Kreggory. He does parkour. 10/10 ,t.co/uPqPeXAcua,,https://pbs.twimg.com/media/CT-5Bs-WUAA2JeC.jpg,dalmatian,0.278954,True,468.0,191.0
666644823164719104,2015-11-17 15:51:26+00:00,Twitter for iPhone,9,10,Jimothy,This is Jimothy. He is a Botwanian Gouda. Can write (impressive). Very erect tail. Still looking for hoco date. 9/10 ,t.co/LEkZjZxESQ,,https://pbs.twimg.com/media/CUBl6IwVAAA9_zT.jpg,Ibizan_hound,0.0443334,True,217.0,73.0
666649482315059201,2015-11-17 16:09:56+00:00,Twitter for iPhone,4,10,,Cool dog. Enjoys couch. Low monotone bark. Very nice kicks. Pisses milk (must be rare). Can't go down stairs. 4/10 ,t.co/vXMKrJC81s,,https://pbs.twimg.com/media/CUBqKnLWwAA5OQB.jpg,Border_collie,0.447803,True,1027.0,566.0
666691418707132416,2015-11-17 18:56:35+00:00,Twitter for iPhone,8,10,Christoper,This is Christoper. He is a spotted Penne. Can easily navigate stairs. 8/10 ,t.co/bg4TqvvkuF,,https://pbs.twimg.com/media/CUCQTpEWEAA7EDz.jpg,German_shepherd,0.975401,True,171.0,44.0
666701168228331520,2015-11-17 19:35:19+00:00,Twitter for iPhone,8,10,,This is a golden Buckminsterfullerene named Johm. Drives trucks. Lumberjack (?). Enjoys wall. 8/10 would hug softly ,t.co/uQbZJM2DQB,,https://pbs.twimg.com/media/CUCZLHlUAAAeAig.jpg,Labrador_retriever,0.887707,True,390.0,194.0
666739327293083650,2015-11-17 22:06:57+00:00,Twitter for iPhone,10,10,Lugan,This is Lugan. He is a Bohemian Rhapsody. Very confused dog. Thinks his name is Rocky. Not amused by the snows 10/10 ,t.co/tI3uFLDHBI,,https://pbs.twimg.com/media/CUC74aTWoAInZey.jpg,miniature_poodle,0.546933,True,218.0,60.0
666776908487630848,2015-11-18 00:36:17+00:00,Twitter for iPhone,5,10,Josep,This is Josep. He is a Rye Manganese mix. Can drive w eyes closed. Very irresponsible. Menace on the roadways. 5/10 ,t.co/XNGeDwrtYH,,https://pbs.twimg.com/media/CUDeDoWUYAAD-EM.jpg,seat_belt,0.375057,False,319.0,155.0
666781792255496192,2015-11-18 00:55:42+00:00,Twitter for iPhone,10,10,,This is a purebred Bacardi named Octaviath. Can shoot spaghetti out of mouth. 10/10 ,t.co/uEvsGLOFHa,,https://pbs.twimg.com/media/CUDigRXXIAATI_H.jpg,Italian_greyhound,0.618316,True,354.0,174.0
666786068205871104,2015-11-18 01:12:41+00:00,Twitter for iPhone,2,10,,Unfamiliar with this breed. Ears pointy af. Won't let go of seashell. Won't eat kibble. Not very fast. Bad dog 2/10 ,t.co/EIn5kElY1S,,https://pbs.twimg.com/media/CUDmZIkWcAAIPPe.jpg,snail,0.999888,False,687.0,436.0
666804364988780544,2015-11-18 02:25:23+00:00,Twitter for iPhone,8,10,Jockson,This is Jockson. He is a Pinnacle Sagittarius. Fancy bandana. Enjoys lightly sucking on hot dog in nature. 8/10 ,t.co/RdKbAOEpDK,,https://pbs.twimg.com/media/CUD3A7YWoAA82N0.jpg,English_setter,0.32879200000000003,True,216.0,83.0
666817836334096384,2015-11-18 03:18:55+00:00,Twitter for iPhone,9,10,Jeph,This is Jeph. He is a German Boston Shuttlecock. Enjoys couch. Lost body during French Revolution. True hero 9/10 ,t.co/8whlkYw3mO,,https://pbs.twimg.com/media/CUEDSMEWEAAuXVZ.jpg,miniature_schnauzer,0.496953,True,471.0,229.0
666826780179869698,2015-11-18 03:54:28+00:00,Twitter for iPhone,12,10,,12/10 simply brilliant pup ,t.co/V6ZzG45zzG,,https://pbs.twimg.com/media/CUELa0NUkAAscGC.jpg,Maltese_dog,0.359383,True,237.0,82.0
666835007768551424,2015-11-18 04:27:09+00:00,Twitter for iPhone,10,10,,These are Peruvian Feldspars. Their names are Cupit and Prencer. Both resemble Rand Paul. Sick outfits 10/10 &amp; 10/10 ,t.co/ZnEMHBsAs1,,https://pbs.twimg.com/media/CUES51dXIAEahyG.jpg,Airedale,0.448459,True,195.0,71.0
666837028449972224,2015-11-18 04:35:11+00:00,Twitter for iPhone,3,10,,My goodness. Very rare dog here. Large. Tail dangerous. Kinda fat. Only eats leaves. Doesn't come when called 3/10 ,t.co/xYGdBrMS9h,,https://pbs.twimg.com/media/CUEUva1WsAA2jPb.jpg,triceratops,0.442113,False,745.0,498.0
666983947667116034,2015-11-18 14:18:59+00:00,Twitter for iPhone,11,10,,This is a curly Ticonderoga named Pepe. No feet. Loves to jet ski. 11/10 would hug until forever ,t.co/cyDfaK8NBc,,https://pbs.twimg.com/media/CUGaXDhW4AY9JUH.jpg,swab,0.589446,False,2342.0,886.0
666996132027977728,2015-11-18 15:07:24+00:00,Twitter for iPhone,10,10,Carll,This is Carll. He wants to be a donkey. But also a soccer star. Dreams big. 10/10 ,t.co/SVpNbhaIMk,,https://pbs.twimg.com/media/CUGlb6iUwAITEbW.jpg,hay,0.507637,False,224.0,80.0
667012601033924608,2015-11-18 16:12:51+00:00,Twitter for iPhone,9,10,Klevin,This is Klevin. He laughs a lot. Very cool dog. 9/10 ,t.co/bATAbPNv0m,,https://pbs.twimg.com/media/CUG0bC0U8AAw2su.jpg,hyena,0.98723,False,420.0,200.0
667044094246576128,2015-11-18 18:17:59+00:00,Twitter for iPhone,12,10,,12/10 gimme now ,t.co/QZAnwgnOMB,,https://pbs.twimg.com/media/CUHREBXXAAE6A9b.jpg,golden_retriever,0.765266,True,174.0,44.0
667062181243039745,2015-11-18 19:29:52+00:00,Twitter for iPhone,10,10,Keet,This is Keet. He is a Floridian Amukamara. Absolutely epic propeller hat. Pristine tongue. Nice plaid. 10/10 ,t.co/tz1lpuvXLA,,https://pbs.twimg.com/media/CUHhgvHUAAA4aB0.jpg,Chesapeake_Bay_retriever,0.825678,True,201.0,47.0
667065535570550784,2015-11-18 19:43:11+00:00,Twitter for iPhone,8,10,,Here we have a Hufflepuff. Loves vest. Eyes wide af. Flaccid tail. Matches carpet. Always a little blurry. 8/10 ,t.co/7JdgVqDnvR,,https://pbs.twimg.com/media/CUHkkJpXIAA2w3n.jpg,jigsaw_puzzle,0.560001,False,155.0,40.0
667070482143944705,2015-11-18 20:02:51+00:00,Twitter for iPhone,10,10,,After much debate this dog is being upgraded to 10/10. I repeat 10/10,,,,,,,76.0,13.0
667073648344346624,2015-11-18 20:15:26+00:00,Twitter for iPhone,10,10,Dave,Here is Dave. He is actually just a skinny legged seal. Happy birthday Dave. 10/10 ,t.co/DPSamreuRq,,https://pbs.twimg.com/media/CUHr8WbWEAEBPgf.jpg,Chihuahua,0.483682,True,372.0,108.0
667090893657276420,2015-11-18 21:23:57+00:00,Twitter for iPhone,7,10,Clybe,This is Clybe. He is an Anemone Valdez. One ear works. Can look in 2 different directions at once. Tongue slip. 7/10 ,t.co/Ks0jZtdIrr,,https://pbs.twimg.com/media/CUH7oLuUsAELWib.jpg,Chihuahua,0.959514,True,307.0,115.0
667119796878725120,2015-11-18 23:18:48+00:00,Twitter for iPhone,10,10,Gabe,This is Gabe. He is a southern Baklava. Gabe has always wanted to fit in with the other bananas. 10/10 fabulous ,t.co/3LZrJzg3BJ,,https://pbs.twimg.com/media/CUIV6F7XIAA1tAM.jpg,Pembroke,0.741563,True,305.0,118.0
667138269671505920,2015-11-19 00:32:12+00:00,Twitter for iPhone,10,10,,Extremely intelligent dog here. Has learned to walk like human. Even has his own dog. Very impressive 10/10 ,t.co/0DvHAMdA4V,,https://pbs.twimg.com/media/CUImtzEVAAAZNJo.jpg,West_Highland_white_terrier,0.747713,True,4207.0,1984.0
667152164079423490,2015-11-19 01:27:25+00:00,Twitter for iPhone,12,10,Pipsy,This is Pipsy. He is a fluffball. Enjoys traveling the sea &amp; getting tangled in leash. 12/10 I would kill for Pipsy ,t.co/h9R0EwKd9X,,https://pbs.twimg.com/media/CUIzWk_UwAAfUNq.jpg,toy_poodle,0.535411,True,44046.0,15319.0
667160273090932737,2015-11-19 01:59:39+00:00,Twitter for iPhone,11,10,Bradlay,This is Bradlay. He is a Ronaldinho Matsuyama mix. Can also mountain bike (wow). Loves that blue light lime. 11/10 ,t.co/DKhgkMx4N1,,https://pbs.twimg.com/media/CUI6uuaW4AAvCIs.jpg,golden_retriever,0.471351,True,234.0,55.0
667165590075940865,2015-11-19 02:20:46+00:00,Twitter for iPhone,10,10,Churlie,This is Churlie. AKA Fetty Woof. Lost eye saving a school bus full of toddlers from a tsunami. Great guy. 10/10 ,t.co/li2XYBVuAY,,https://pbs.twimg.com/media/CUI_kHBWsAAAef5.jpg,miniature_pinscher,0.140173,True,2484.0,1026.0
667171260800061440,2015-11-19 02:43:18+00:00,Twitter for iPhone,10,10,Kenneth,Say hello to Kenneth. He likes Reese's Puffs. 10/10 ,t.co/6RHNRsByOY,,https://pbs.twimg.com/media/CUJEuRIXIAAPDLt.jpg,giant_schnauzer,0.8412649999999999,True,202.0,76.0
667174963120574464,2015-11-19 02:58:01+00:00,Twitter for iPhone,9,10,Clarence,"This is Clarence. His face says he doesn't want to be a donkey, but his tail is super pumped about it. 9/10 ",t.co/fGDWgukcBs,,https://pbs.twimg.com/media/CUJIFoJWsAAL3Dc.jpg,toy_poodle,0.266437,True,229.0,71.0
667176164155375616,2015-11-19 03:02:47+00:00,Twitter for iPhone,4,10,,These are strange dogs. All have toupees. Long neck for dogs. In a shed of sorts? Work in groups? 4/10 still petable ,t.co/PZxSarAfSN,,https://pbs.twimg.com/media/CUJJLtWWsAE-go5.jpg,soft-coated_wheaten_terrier,0.318981,True,564.0,414.0
667177989038297088,2015-11-19 03:10:02+00:00,Twitter for iPhone,8,10,,This is a Dasani Kingfisher from Maine. His name is Daryl. Daryl doesn't like being swallowed by a panda. 8/10 ,t.co/jpaeu6LNmW,,https://pbs.twimg.com/media/CUJK18UWEAEg7AR.jpg,vizsla,0.25924899999999995,True,177.0,50.0
667182792070062081,2015-11-19 03:29:07+00:00,Twitter for iPhone,10,10,Timison,This is Timison. He just told an awful joke but is still hanging on to the hope that you'll laugh with him. 10/10 ,t.co/s2yYuHabWl,,https://pbs.twimg.com/media/CUJPNjOWsAAZRqP.jpg,golden_retriever,0.949892,True,13172.0,5584.0
667188689915760640,2015-11-19 03:52:34+00:00,Twitter for iPhone,10,10,,Quite an advanced dog here. Impressively dressed for canine. Has weapon. About to take out trash. 10/10 good dog ,t.co/8uCMwS9CbV,,https://pbs.twimg.com/media/CUJUk2iWUAAVtOv.jpg,vacuum,0.33583,False,684.0,360.0
667192066997374976,2015-11-19 04:05:59+00:00,Twitter for iPhone,12,10,,*takes several long deep breaths* omg omg oMG OMG OMG OMGSJYBSNDUYWJO 12/10 ,t.co/QCugm5ydl6,,https://pbs.twimg.com/media/CUJXpRBXIAAN0yz.jpg,Rottweiler,0.28364,True,354.0,88.0
667200525029539841,2015-11-19 04:39:35+00:00,Twitter for iPhone,11,10,Joshwa,This is Joshwa. He is a fuckboy supreme. He clearly relies on owner but doesn't respect them. Dreamy eyes tho 11/10 ,t.co/60xYFRATPZ,,https://pbs.twimg.com/media/CUJfVMPXIAAgbue.jpg,Siberian_husky,0.694904,True,571.0,239.0
667211855547486208,2015-11-19 05:24:37+00:00,Twitter for iPhone,9,10,Genevieve,This is Genevieve. She is a golden retriever cocktail mix. Comfortable close to wall. Shows no emotions. 9/10 ,t.co/azEoGqVonH,,https://pbs.twimg.com/media/CUJppKJWoAA75NP.jpg,golden_retriever,0.462556,True,448.0,220.0
667369227918143488,2015-11-19 15:49:57+00:00,Twitter for iPhone,10,10,,Here we have a neat pup. Very white. Cool shades. Upcoming cruise? Great dog 10/10 ,t.co/LEaviT37v1,,https://pbs.twimg.com/media/CUL4xR9UkAEdlJ6.jpg,teddy,0.709545,False,338.0,151.0
667393430834667520,2015-11-19 17:26:08+00:00,Twitter for iPhone,8,10,Fwed,This is Fwed. He is a Canadian Asian Taylormade. Was having a blast until pink spiky football attacked. 8/10 ,t.co/A37eGLz5WS,,https://pbs.twimg.com/media/CUMOyd3XIAAl13H.jpg,papillon,0.557009,True,179.0,51.0
667405339315146752,2015-11-19 18:13:27+00:00,Twitter for iPhone,7,10,Biden,This is Biden. Biden just tripped... 7/10 ,t.co/3Fm9PwLju1,,https://pbs.twimg.com/media/CUMZnmhUEAEbtis.jpg,Saint_Bernard,0.381377,True,432.0,206.0
667435689202614272,2015-11-19 20:14:03+00:00,Twitter for iPhone,12,10,,Ermergerd 12/10 ,t.co/PQni2sjPsm,,https://pbs.twimg.com/media/CUM1OHCW4AEgGSi.jpg,Rottweiler,0.999091,True,286.0,79.0
667437278097252352,2015-11-19 20:20:22+00:00,Twitter for iPhone,10,10,,Never seen this breed before. Very pointy pup. Hurts when you cuddle. Still cute tho. 10/10 ,t.co/97HuBrVuOx,,https://pbs.twimg.com/media/CUM2qWaWoAUZ06L.jpg,porcupine,0.989154,False,416.0,213.0
667443425659232256,2015-11-19 20:44:47+00:00,Twitter for iPhone,6,10,,Exotic dog here. Long neck. Weird paws. Obsessed with bread. Waddles. Flies sometimes (wow!). Very happy dog. 6/10 ,t.co/rqO4I3nf2N,,https://pbs.twimg.com/media/CUM8QZwW4AAVsBl.jpg,goose,0.980815,False,715.0,528.0
667453023279554560,2015-11-19 21:22:56+00:00,Twitter Web Client,11,10,Cupcake,Meet Cupcake. I would do unspeakable things for Cupcake. 11/10 ,t.co/6uLCWR9Efa,,https://pbs.twimg.com/media/CUNE_OSUwAAdHhX.jpg,Labrador_retriever,0.8256700000000001,True,292.0,80.0
667455448082227200,2015-11-19 21:32:34+00:00,Twitter Web Client,7,10,Reese,This is Reese and Twips. Reese protects Twips. Both think they're too good for seat belts. Simply reckless. 7/10s ,t.co/uLzRi1drVK,,https://pbs.twimg.com/media/CUNHMXTU8AAS3HH.jpg,Tibetan_terrier,0.676376,True,178.0,56.0
667470559035432960,2015-11-19 22:32:36+00:00,Twitter Web Client,11,10,,This is a northern Wahoo named Kohl. He runs this town. Chases tumbleweeds. Draws gun wicked fast. 11/10 legendary ,t.co/J4vn2rOYFk,,https://pbs.twimg.com/media/CUNU78YWEAECmpB.jpg,toy_poodle,0.304175,True,234.0,88.0
667491009379606528,2015-11-19 23:53:52+00:00,Twitter Web Client,7,10,,Two dogs in this one. Both are rare Jujitsu Pythagoreans. One slightly whiter than other. Long legs. 7/10 and 8/10 ,t.co/ITxxcc4v9y,,https://pbs.twimg.com/media/CUNniSlUYAEj1Jl.jpg,borzoi,0.852088,True,481.0,206.0
667495797102141441,2015-11-20 00:12:54+00:00,Twitter Web Client,9,10,Philippe,This is Philippe from Soviet Russia. Commanding leader. Misplaced other boot. Hung flag himself. 9/10 charismatic af ,t.co/5NhPV8E45i,,https://pbs.twimg.com/media/CUNr4-7UwAAg2lq.jpg,Chihuahua,0.143957,True,485.0,244.0
667502640335572993,2015-11-20 00:40:05+00:00,Twitter Web Client,11,10,Hall,Say hello to Hall and Oates. Oates is winking and Hall is contemplating the artistic entropy of the universe. 11/10s ,t.co/n5Wtb5Hvsl,,https://pbs.twimg.com/media/CUNyHTMUYAAQVch.jpg,Labrador_retriever,0.996709,True,504.0,201.0
667509364010450944,2015-11-20 01:06:48+00:00,Twitter Web Client,12,10,,This a Norwegian Pewterschmidt named Tickles. Ears for days. 12/10 I care deeply for Tickles ,t.co/0aDF62KVP7,,,,,,6317.0,1945.0
667517642048163840,2015-11-20 01:39:42+00:00,Twitter Web Client,8,10,Dook,This is Dook &amp; Milo. Dook is struggling to find who he really is and Milo is terrified of what that might be. 8/10s ,t.co/fh5KflzBR0,,https://pbs.twimg.com/media/CUN_wiBUkAAakT0.jpg,Italian_greyhound,0.125176,True,344.0,176.0
